Common Name,Species,Genus,Family,Order,Class,Phylum
dusky musk deer,fuscus,Moschus,Moschidae,Artiodactyla,Mammalia,Chordata
dusky pademelon,brunii,Thylogale,Macropodidae,Diprotodontia,Mammalia,Chordata
dusky palm squirrel,sublineatus,Funambulus,Sciuridae,Rodentia,Mammalia,Chordata
dusky rice rat,caliginosus,Melanomys,Muridae,Rodentia,Mammalia,Chordata
dusky roundleaf bat,ater,Hipposideros,Rhinolophidae,Chiroptera,Mammalia,Chordata
Dusky salamander,fuscus,Desmognathus,Plethodontidae,Caudata,Amphibia,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky shark,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
dusky shrew,pullata,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Dusky smooth hound,canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky smooth-hound,canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Dusky Smoothhound,canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
dusky titi,moloch,Callicebus,Pitheciidae,Primates,Mammalia,Chordata
dusky titi monkey,moloch,Callicebus,Pitheciidae,Primates,Mammalia,Chordata
dusky tube-nosed bat,fusca,Murina,Vespertilionidae,Chiroptera,Mammalia,Chordata
Dusky whaler,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
dusky-footed woodrat,fuscipes,Neotoma,Muridae,Rodentia,Mammalia,Chordata
Dusky-pink skate,diplotaenia,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Dusky-purple skate,matsubarai,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Duthie's golden mole,duthieae,Chlorotalpa,Chrysochloridae,Insectivora,Mammalia,Chordata
dwarf antelope,batesi,Neotragus,Bovidae,Artiodactyla,Mammalia,Chordata
dwarf bharal,schaeferi,Pseudois,Bovidae,Artiodactyla,Mammalia,Chordata
dwarf bonneted bat,bonariensis,Eumops,Molossidae,Chiroptera,Mammalia,Chordata
dwarf brocket,chunyi,Mazama,Cervidae,Artiodactyla,Mammalia,Chordata
dwarf caiman,palpebrosus,Paleosuchus,Alligatoridae,Crocodilia,Reptilia,Chordata
Dwarf cat shark,torrei,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dwarf catshark,parvus,Asymbolus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dwarf catshark,torrei,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
dwarf crocodile,tetraspis,Osteolaemus,Crocodylidae,Crocodilia,Reptilia,Chordata
dwarf dog-faced bat,temminckii,Molossops,Molossidae,Chiroptera,Mammalia,Chordata
dwarf flying fox,woodfordi,Pteropus,Pteropodidae,Chiroptera,Mammalia,Chordata
dwarf free-tailed bat,nanulus,Mops,Molossidae,Chiroptera,Mammalia,Chordata
Dwarf gulper shark,atromarginatus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
Dwarf lantern shark,perryi,Etmopterus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
dwarf little fruit bat,pumilio,Rhinophylla,Phyllostomidae,Chiroptera,Mammalia,Chordata
dwarf mongoose,parvula,Helogale,Herpestidae,Carnivora,Mammalia,Chordata
Dwarf round ray,nana,Urotrygon,Urolophidae,Rajiformes,Elasmobranchii,Chordata
Dwarf round stingray,nana,Urotrygon,Urolophidae,Rajiformes,Elasmobranchii,Chordata
Dwarf salamander,quadridigitata,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata
Dwarf sawfish,clavata,Pristis,Pristidae,Pristiformes,Elasmobranchii,Chordata
Dwarf sawfish,clavata,Pristis,Pristidae,Pristiformes,Elasmobranchii,Chordata
Dwarf sawtail cat shark,schultzi,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dwarf sawtail catshark,schultzi,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Dwarf shark,laticaudus,Squaliolus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
dwarf shrew,nanus,Sorex,Soricidae,Insectivora,Mammalia,Chordata
dwarf siren,intermedia,Siren,Sirenidae,Caudata,Amphibia,Chordata
dwarf siren,striatus,Pseudobranchus,Sirenidae,Caudata,Amphibia,Chordata
dwarf slit-faced bat,nana,Nycteris,Nycteridae,Chiroptera,Mammalia,Chordata
Dwarf sperm whale,sima,Kogia,Kogiidae,Cetacea,Mammalia,Chordata
dwarf sperm whale,sima,Kogia,Kogiidae,Cetacea,Mammalia,Chordata
dwarf sperm whale,simus,Kogia,Kogiidae,Cetacea,Mammalia,Chordata
Dwarf waterdog,punctatus,Necturus,Proteidae,Caudata,Amphibia,Chordata
Dwarf whip ray,walga,Himantura,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Dwarf whipray,walga,Himantura,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
dwarf white-toothed shrew,nana,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Dyak fruit bat,spadiceus,Dyacopterus,Pteropodidae,Chiroptera,Mammalia,Chordata
Dzhungarian hamster,sungorus,Phodopus,Muridae,Rodentia,Mammalia,Chordata
Eagle ray,tobijei,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,aquila,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,aquila,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,aquila,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,aquila,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,aquila,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,bovinus,Pteromylaeus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,flagellum,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,javanica,Rhinoptera,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,australis,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,tenuicaudatus,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,freminvillii,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,freminvillii,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagle ray,freminvillii,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagleray,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Eagleray,aquila,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
ear-spot squirrel,adamsi,Callosciurus,Sciuridae,Rodentia,Mammalia,Chordata
eared grebe,nigricollis,Podiceps,Podicipedidae,Ciconiiformes,Aves,Chordata
East African black mud turtle,subniger,Pelusios,Pelomedusidae,Testudines,Reptilia,Chordata
East African epauletted fruit bat,minimus,Epomophorus,Pteropodidae,Chiroptera,Mammalia,Chordata
East African little collared fruit bat,relicta,Myonycteris,Pteropodidae,Chiroptera,Mammalia,Chordata
East african lungfish,amphibius,Protopterus,Protopteridae,Lepidosireniformes,Sarcopterygii,Chordata
east African mole rat,splendens,Tachyoryctes,Muridae,Rodentia,Mammalia,Chordata
East African serrated mud turtle,sinuatus,Pelusios,Pelomedusidae,Testudines,Reptilia,Chordata
East African skate,heemstrai,Okamejei,Rajidae,Rajiformes,Elasmobranchii,Chordata
East Asian tailless leaf-nosed bat,frithi,Coelops,Rhinolophidae,Chiroptera,Mammalia,Chordata
East Australian shovelnose ray,rostrata,Aptychotrema,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
East Caucasian tur,cylindricornis,Capra,Bovidae,Artiodactyla,Mammalia,Chordata
East China leg skate,donghaiensis,Anacanthobatis,Anacanthobatidae,Rajiformes,Elasmobranchii,Chordata
eastern barbastelle,leucomelas,Barbastella,Vespertilionidae,Chiroptera,Mammalia,Chordata
eastern bluebird,sialis,Sialia,Muscicapidae,Passeriformes,Aves,Chordata
eastern box turtle,carolina,Terrapene,Emydidae,Testudines,Reptilia,Chordata
eastern chipmunk,striatus,Tamias,Sciuridae,Rodentia,Mammalia,Chordata
eastern cottontail,floridanus,Sylvilagus,Leporidae,Lagomorpha,Mammalia,Chordata
eastern desert pocket mouse,eremicus,Chaetodipus,Heteromyidae,Rodentia,Mammalia,Chordata
eastern diamondback rattlesnake,adamanteus,Crotalus,Viperidae,Squamata,Reptilia,Chordata
eastern European hedgehog,concolor,Erinaceus,Erinaceidae,Insectivora,Mammalia,Chordata
eastern false pipistrelle,tasmaniensis,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
eastern fence lizard,undulatus,Sceloporus,Phrynosomatidae,Squamata,Reptilia,Chordata
eastern forest bat,pumilus,Eptesicus,Vespertilionidae,Chiroptera,Mammalia,Chordata
eastern fox squirrel,niger,Sciurus,Sciuridae,Rodentia,Mammalia,Chordata
eastern glass lizard,ventralis,Ophisaurus,Anguidae,Squamata,Reptilia,Chordata
eastern gray kangaroo,giganteus,Macropus,Macropodidae,Diprotodontia,Mammalia,Chordata
eastern gray squirrel,carolinensis,Sciurus,Sciuridae,Rodentia,Mammalia,Chordata
eastern harvest mouse,humulis,Reithrodontomys,Muridae,Rodentia,Mammalia,Chordata
eastern heather vole,ungava,Phenacomys,Muridae,Rodentia,Mammalia,Chordata
eastern hog-nosed skunk,leuconotus,Conepatus,Mephitidae,Carnivora,Mammalia,Chordata
eastern hog-nosed snake,platirhinos,Heterodon,Colubridae,Squamata,Reptilia,Chordata
eastern kingbird,tyrannus,Tyrannus,Tyrannidae,Passeriformes,Aves,Chordata
eastern little mastiff bat,norfolkensis,Mormopterus,Molossidae,Chiroptera,Mammalia,Chordata
Eastern looseskin skate,laxipella,Notoraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
eastern meadowlark,magna,Sturnella,Fringillidae,Passeriformes,Aves,Chordata
eastern mole,aquaticus,Scalopus,Talpidae,Insectivora,Mammalia,Chordata
Eastern narrow-mouthed toad,carolinensis,Gastrophryne,Microhylidae,Anura,Amphibia,Chordata
Eastern newt,viridescens,Notophthalmus,Salamandridae,Caudata,Amphibia,Chordata
Eastern Pacific green turtle,mydas,Chelonia,Cheloniidae,Testudines,Reptilia,Chordata
eastern phoebe,phoebe,Sayornis,Tyrannidae,Passeriformes,Aves,Chordata
eastern pipistrelle,subflavus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
eastern red bat,borealis,Lasiurus,Vespertilionidae,Chiroptera,Mammalia,Chordata
eastern red-backed salamander,cinereus,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata
eastern ribbon snake,sauritus,Thamnophis,Colubridae,Squamata,Reptilia,Chordata
eastern roe deer,pygargus,Capreolus,Cervidae,Artiodactyla,Mammalia,Chordata
Eastern school shark,galeus,Galeorhinus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
eastern screech-owl,asio,Otus,Strigidae,Strigiformes,Aves,Chordata
Eastern shovelnose ray,rostrata,Aptychotrema,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
eastern shrew,fontinalis,Sorex,Soricidae,Insectivora,Mammalia,Chordata
eastern small-footed myotis,leibii,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
Eastern spadefoot,holbrookii,Scaphiopus,Pelobatidae,Anura,Amphibia,Chordata
eastern spotted skunk,putorius,Spilogale,Mephitidae,Carnivora,Mammalia,Chordata
eastern towhee,erythrophthalmus,Pipilo,Fringillidae,Passeriformes,Aves,Chordata
eastern wood-pewee,virens,Contopus,Tyrannidae,Passeriformes,Aves,Chordata
eastern woodrat,floridana,Neotoma,Muridae,Rodentia,Mammalia,Chordata
eastern worm snake,amoenus,Carphophis,Colubridae,Squamata,Reptilia,Chordata
Eaton's skate,eatonii,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Ebian's palm squirrel,ebii,Epixerus,Sciuridae,Rodentia,Mammalia,Chordata
echigo mole,etigo,Mogera,Talpidae,Insectivora,Mammalia,Chordata
Ecuador fish-eating rat,leander,Anotomys,Muridae,Rodentia,Mammalia,Chordata
Ecuador skate,ecuadoriensis,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Ecuadorean grass mouse,latebricola,Akodon,Muridae,Rodentia,Mammalia,Chordata
Ecuadorean rice rat,auriventer,Oryzomys,Muridae,Rodentia,Mammalia,Chordata
Ecuadorean small-eared shrew,montivaga,Cryptotis,Soricidae,Insectivora,Mammalia,Chordata
Ecuadorian sac-winged bat,infusca,Balantiopteryx,Emballonuridae,Chiroptera,Mammalia,Chordata
Ecuatorial ray,equatorialis,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Eden's whale,edeni,Balaenoptera,Balaenopteridae,Cetacea,Mammalia,Chordata
Edith's leaf-eared mouse,edithae,Graomys,Muridae,Rodentia,Mammalia,Chordata
Edwards's long-clawed mouse,edwardsii,Notiomys,Muridae,Rodentia,Mammalia,Chordata
Eel sucker,marinus,Petromyzon,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
ega long-tongued bat,ega,Scleronycteris,Phyllostomidae,Chiroptera,Mammalia,Chordata
Egyptian free-tailed bat,aegyptiaca,Tadarida,Molossidae,Chiroptera,Mammalia,Chordata
Egyptian mongoose,ichneumon,Herpestes,Herpestidae,Carnivora,Mammalia,Chordata
Egyptian pipistrelle,aegyptius,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Egyptian pygmy shrew,religiosa,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Egyptian rousette,egyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia,Chordata
Egyptian rousette,aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia,Chordata
Egyptian slit-faced bat,thebaica,Nycteris,Nycteridae,Chiroptera,Mammalia,Chordata
Egyptian tomb bat,perforatus,Taphozous,Emballonuridae,Chiroptera,Mammalia,Chordata
Egyptian tortoise,kleinmanni,Testudo,Testudinidae,Testudines,Reptilia,Chordata
Eightgill hagfish,octatrema,Eptatretus,Myxinidae,Myxiniformes,Myxini,Chordata
Eisentraut's mouse shrew,eisentrauti,Myosorex,Soricidae,Insectivora,Mammalia,Chordata
Eisentraut's pipistrelle,eisentrauti,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Eisentraut's shrew,eisentrauti,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
El Carrizo deer mouse,ochraventer,Peromyscus,Muridae,Rodentia,Mammalia,Chordata
El dorado broad-nosed bat,aurarius,Platyrrhinus,Phyllostomidae,Chiroptera,Mammalia,Chordata
El dorado grass mouse,orophilus,Akodon,Muridae,Rodentia,Mammalia,Chordata
eland,oryx,Taurotragus,Bovidae,Artiodactyla,Mammalia,Chordata
Elat electric ray,bentuviai,Heteronarce,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Eld's brow-antlered deer,eldii,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Eld's deer,eldii,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Eldorado broad-nosed bat,aurarius,Platyrrhinus,Phyllostomidae,Chiroptera,Mammalia,Chordata
Electric numb ray,japonica,Narke,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,fairchildi,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,fairchildi,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,brasiliensis,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,brasiliensis,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,brasiliensis,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,monopterygium,Hypnos,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,californica,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,californica,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,japonica,Narke,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,tasmaniensis,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,macneilli,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric ray,peruana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Electric torpedo,tasmaniensis,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Electricfish,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
elegant myotis,elegans,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
elegant rice rat,nitidus,Oryzomys,Muridae,Rodentia,Mammalia,Chordata
Elegant Tern,elegans,Thalasseus,Laridae,Ciconiiformes,Aves,Chordata
elegant water shrew,elegans,Nectogale,Soricidae,Insectivora,Mammalia,Chordata
Elephant fish,colliei,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Chordata
Elephant fish,callorynchus,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elephant fish,milii,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elephant fish,milii,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elephant shark,maximus,Cetorhinus,Cetorhinidae,Lamniformes,Elasmobranchii,Chordata
Elephant shark,maximus,Cetorhinus,Cetorhinidae,Lamniformes,Elasmobranchii,Chordata
Elephant shark,milii,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elephantfish,cubana,Chimaera,Chimaeridae,Chimaeriformes,Holocephali,Chordata
Elephantfish,capensis,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elephantfish,callorynchus,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elephantfish,milii,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
Elfin shark,owstoni,Mitsukurina,Mitsukurinidae,Lamniformes,Elasmobranchii,Chordata
elgon shrew,elgonius,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
ElIiot's short-tailed shrew,hylophaga,Blarina,Soricidae,Insectivora,Mammalia,Chordata
elk,elaphus,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Elliot's grey shark,elongata,Hemipristis,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Elliot's grey shark,elongata,Hemipristis,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Elliot's short-tailed shrew,hylophaga,Blarina,Soricidae,Insectivora,Mammalia,Chordata
elongated shrew,elongata,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
elongated tortoise,elongata,Indotestudo,Testudinidae,Testudines,Reptilia,Chordata
eloquent horseshoe bat,eloquens,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,Chordata
emarginate harlequin bat,emarginatus,Scotomanes,Vespertilionidae,Chiroptera,Mammalia,Chordata
embi mole rat,spalacinus,Tachyoryctes,Muridae,Rodentia,Mammalia,Chordata
emerald anole,evermanni,Anolis,Polychrotidae,Squamata,Reptilia,Chordata
emerald anole,evermanni,Ctenonotus,Polychrotidae,Squamata,Reptilia,Chordata
emerald-eyed tree frog,crepitans,Hyla,Hylidae,Anura,Amphibia,Chordata
Emin's gerbil,emini,Taterillus,Muridae,Rodentia,Mammalia,Chordata
emperor goose,canagica,Chen,Anatidae,Anseriformes,Aves,Chordata
Emperor Penguin,forsteri,Aptenodytes,Spheniscidae,Ciconiiformes,Aves,Chordata
emperor tamarin,imperator,Saguinus,Callitrichidae,Primates,Mammalia,Chordata
Endeavour dogfish,moluccensis,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
Enders's small-eared shrew,endersi,Cryptotis,Soricidae,Insectivora,Mammalia,Chordata
Endo's pipistrelle,endoi,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Ensatina,eschscholtzii,Ensatina,Plethodontidae,Caudata,Amphibia,Chordata
Epaulette shark,ocellatum,Hemiscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Epaulette shark,ocellatum,Hemiscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Epaulette shark,ocellatum,Hemiscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Epaulette shark,ocellatum,Hemiscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
equatorial dog-faced bat,aequatorianus,Molossops,Molossidae,Chiroptera,Mammalia,Chordata
equatorial saki,aequatorialis,Pithecia,Pitheciidae,Primates,Mammalia,Chordata
Equatorial skate,equatorialis,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Erect-crested Penguin,sclateri,Eudyptes,Spheniscidae,Ciconiiformes,Aves,Chordata
